,station_1_name,station_1_id,station_1_latitude,station_1_longitude,station_2_name,station_2_id,station_2_latitude,station_2_longitude,n,station_pair_area
2310,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Grand Ave at Webster St,181.0,37.8113768,-122.2651925,23,East Bay
2311,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Lake Merritt BART Station,163.0,37.7973195,-122.26531990000001,35,East Bay
2312,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Lakeshore Ave at Trestle Glen Rd,194.0,37.811080700000005,-122.24326770000002,16,East Bay
2313,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Lakeside Dr at 14th St,186.0,37.8013189,-122.26264180000001,18,East Bay
2314,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,MacArthur BART Station,176.0,37.82840997305853,-122.26631462574005,3,East Bay
2315,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,MacArthur Blvd at Telegraph Ave,177.0,37.82628629999999,-122.2651002,4,East Bay
2316,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Rockridge BART Station,171.0,37.84427875399067,-122.251900434494,2,East Bay
2317,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Telegraph Ave at 19th St,183.0,37.8087021,-122.26992709999999,63,East Bay
2318,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Telegraph Ave at 23rd St,180.0,37.8126783,-122.2687726,18,East Bay
2319,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Telegraph Ave at 27th St,179.0,37.816073115011406,-122.26788640022278,16,East Bay
2320,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,Telegraph Ave at Alcatraz Ave,18.0,37.85022187449679,-122.26017236709595,1,East Bay
2321,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,West St at 40th St,190.0,37.8302232,-122.2709501,12,East Bay
2322,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,1st St at Folsom St,26.0,37.787290000000006,-122.39438,16,San Francisco
2323,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Broadway at Battery St,9.0,37.798572108462565,-122.40086898207666,20,San Francisco
2324,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Clay St at Battery St,14.0,37.795001,-122.39997,16,San Francisco
2325,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Commercial St at Montgomery St,13.0,37.794230999999996,-122.402923,28,San Francisco
2326,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Cyril Magnin St at Ellis St,4.0,37.78588062694133,-122.4089150084319,7,San Francisco
2327,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Davis St at Jackson St,11.0,37.79728,-122.398436,29,San Francisco
2328,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Embarcadero BART Station (Beale St at Market St),17.0,37.792251,-122.39708600000002,293,San Francisco
2329,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Howard St at 2nd St,25.0,37.78752178045625,-122.39740490913393,22,San Francisco
2330,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Howard St at Beale St,22.0,37.789756,-122.39464299999999,19,San Francisco
2331,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Mechanics Monument Plaza (Market St at Bush St),20.0,37.7913,-122.399051,43,San Francisco
2332,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Montgomery St BART Station (Market St at 2nd St),21.0,37.7896254,-122.400811,39,San Francisco
2333,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Post St at Kearny St,19.0,37.788975,-122.403452,25,San Francisco
2334,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Powell St BART Station (Market St at 4th St),3.0,37.78637526861584,-122.40490436553955,65,San Francisco
2335,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Powell St BART Station (Market St at 5th St),5.0,37.78389935708493,-122.40844488143921,14,San Francisco
2336,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,San Francisco Ferry Building (Harry Bridges Plaza),15.0,37.795392,-122.394203,37,San Francisco
2337,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Spear St at Folsom St,24.0,37.78967670000001,-122.39042849999998,11,San Francisco
2338,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Steuart St at Market St,16.0,37.794129999999996,-122.39443,24,San Francisco
2339,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,The Embarcadero at Sansome St,6.0,37.80477,-122.40323400000001,149,San Francisco
2340,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,The Embarcadero at Steuart St,23.0,37.791464000000005,-122.391034,16,San Francisco
2341,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,The Embarcadero at Vallejo St,8.0,37.799953,-122.398525,9,San Francisco
2342,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,Washington St at Kearny St,10.0,37.795392937254526,-122.4047702550888,11,San Francisco
2343,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,47th St at San Pablo Ave,152.0,37.83563220458518,-122.28105068206787,5,East Bay
2344,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,59th St at Horton St,153.0,37.84094520000001,-122.2913604,1,East Bay
2345,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,65th St at Hollis St,157.0,37.8467842,-122.2913761,12,East Bay
2346,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Alcatraz Ave at Shattuck Ave,168.0,37.849594967776646,-122.26556897163393,2,East Bay
2347,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Ashby BART Station,241.0,37.8524766,-122.2702132,40,East Bay
2348,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Bancroft Way at College Ave,243.0,37.8693603,-122.25433740000001,27,East Bay
2349,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Bancroft Way at Telegraph Ave,239.0,37.8688126,-122.25876399999999,28,East Bay
2350,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,4,East Bay
2351,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,3,East Bay
2352,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Broadway at Coronado Ave,207.0,37.8357883,-122.25162069999999,5,East Bay
2353,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,College Ave at Harwood Ave,167.0,37.848152,-122.25215990000001,1,East Bay
2354,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Downtown Berkeley BART,245.0,37.870139,-122.268422,7,East Bay
2355,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Emeryville Public Market,155.0,37.840521166949685,-122.29352831840515,1,East Bay
2356,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Emeryville Town Hall,149.0,37.8312752,-122.28563329999999,2,East Bay
2357,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Frank H Ogawa Plaza,7.0,37.8045623549303,-122.27173805236816,3,East Bay
2358,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Genoa St at 55th St,189.0,37.83964879999999,-122.2717561,13,East Bay
2359,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Haste St at Telegraph Ave,240.0,37.866043100000006,-122.2588044,20,East Bay
2360,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,MLK Jr Way at University Ave,238.0,37.8717192,-122.27306770000001,25,East Bay
2361,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Milvia St at Derby St,242.0,37.86012459911685,-122.2693844139576,85,East Bay
2362,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Rockridge BART Station,171.0,37.84427875399067,-122.251900434494,3,East Bay
2363,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Shattuck Ave at 51st St,174.0,37.8368013,-122.2640037,1,East Bay
2364,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Stanford Ave at Hollis St,156.0,37.8384435,-122.28866470000001,16,East Bay
2365,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Telegraph Ave at 19th St,183.0,37.8087021,-122.26992709999999,1,East Bay
2366,Berkeley Civic Center,246.0,37.869059899999996,-122.270556,Telegraph Ave at 23rd St,180.0,37.8126783,-122.2687726,1,East Bay
2367,Berry St at 4th St,81.0,37.77588,-122.39317,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,26,San Francisco
2368,Berry St at 4th St,81.0,37.77588,-122.39317,1st St at Folsom St,26.0,37.787290000000006,-122.39438,17,San Francisco
2369,Berry St at 4th St,81.0,37.77588,-122.39317,2nd St at Folsom St,37.0,37.78499972833808,-122.39593561749642,25,San Francisco
2370,Berry St at 4th St,81.0,37.77588,-122.39317,2nd St at Townsend St,50.0,37.780526,-122.39028799999998,35,San Francisco
2371,Berry St at 4th St,81.0,37.77588,-122.39317,3rd St at Townsend St,66.0,37.77874161153677,-122.39274082710837,24,San Francisco
2372,Berry St at 4th St,81.0,37.77588,-122.39317,4th St at Harrison St,47.0,37.78095459960753,-122.39974915981293,73,San Francisco
2373,Berry St at 4th St,81.0,37.77588,-122.39317,5th St at Brannan St,64.0,37.776753899999996,-122.3990176,20,San Francisco
2374,Berry St at 4th St,81.0,37.77588,-122.39317,7th St at Brannan St,79.0,37.773491899999996,-122.40367250000001,8,San Francisco
2375,Berry St at 4th St,81.0,37.77588,-122.39317,8th St at Ringold St,60.0,37.774520401136854,-122.4094493687153,14,San Francisco
2376,Berry St at 4th St,81.0,37.77588,-122.39317,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,188,San Francisco
2377,Berry St at 4th St,81.0,37.77588,-122.39317,Broadway at Battery St,9.0,37.798572108462565,-122.40086898207666,16,San Francisco
2378,Berry St at 4th St,81.0,37.77588,-122.39317,Bryant St at 6th St,63.0,37.77591022233337,-122.40257500673576,3,San Francisco
2379,Berry St at 4th St,81.0,37.77588,-122.39317,Civic Center/UN Plaza BART Station (Market St at McAllister St),44.0,37.7810737,-122.4117382,37,San Francisco
2380,Berry St at 4th St,81.0,37.77588,-122.39317,Clay St at Battery St,14.0,37.795001,-122.39997,61,San Francisco
2381,Berry St at 4th St,81.0,37.77588,-122.39317,Commercial St at Montgomery St,13.0,37.794230999999996,-122.402923,16,San Francisco
2382,Berry St at 4th St,81.0,37.77588,-122.39317,Cyril Magnin St at Ellis St,4.0,37.78588062694133,-122.4089150084319,12,San Francisco
2383,Berry St at 4th St,81.0,37.77588,-122.39317,Davis St at Jackson St,11.0,37.79728,-122.398436,46,San Francisco
2384,Berry St at 4th St,81.0,37.77588,-122.39317,Embarcadero BART Station (Beale St at Market St),17.0,37.792251,-122.39708600000002,155,San Francisco
2385,Berry St at 4th St,81.0,37.77588,-122.39317,Father Alfred E Boeddeker Park,34.0,37.78398789999999,-122.41240800000001,4,San Francisco
2386,Berry St at 4th St,81.0,37.77588,-122.39317,Folsom St at 3rd St,36.0,37.78383,-122.39887,43,San Francisco
2387,Berry St at 4th St,81.0,37.77588,-122.39317,Folsom St at 9th St,78.0,37.7737172,-122.41164669999999,2,San Francisco
2388,Berry St at 4th St,81.0,37.77588,-122.39317,Golden Gate Ave at Hyde St,33.0,37.7816495,-122.4154077,2,San Francisco
2389,Berry St at 4th St,81.0,37.77588,-122.39317,Golden Gate Ave at Polk St,41.0,37.78127,-122.41873999999999,4,San Francisco
2390,Berry St at 4th St,81.0,37.77588,-122.39317,Howard St at 2nd St,25.0,37.78752178045625,-122.39740490913393,9,San Francisco
2391,Berry St at 4th St,81.0,37.77588,-122.39317,Howard St at 8th St,61.0,37.7765126,-122.4113061,27,San Francisco
2392,Berry St at 4th St,81.0,37.77588,-122.39317,Howard St at Beale St,22.0,37.789756,-122.39464299999999,251,San Francisco
2393,Berry St at 4th St,81.0,37.77588,-122.39317,Market St at 10th St,58.0,37.776619000000004,-122.41738500000001,41,San Francisco
2394,Berry St at 4th St,81.0,37.77588,-122.39317,Market St at Franklin St,75.0,37.773793206088705,-122.42123901844023,3,San Francisco
2395,Berry St at 4th St,81.0,37.77588,-122.39317,McCoppin St at Valencia St,76.0,37.77166246221617,-122.42242321372034,3,San Francisco
2396,Berry St at 4th St,81.0,37.77588,-122.39317,Mechanics Monument Plaza (Market St at Bush St),20.0,37.7913,-122.399051,32,San Francisco
2397,Berry St at 4th St,81.0,37.77588,-122.39317,Montgomery St BART Station (Market St at 2nd St),21.0,37.7896254,-122.400811,88,San Francisco
2398,Berry St at 4th St,81.0,37.77588,-122.39317,O'Farrell St at Divisadero St,29.0,37.7824046019341,-122.43944585323335,3,San Francisco
2399,Berry St at 4th St,81.0,37.77588,-122.39317,Page St at Scott St,72.0,37.772406,-122.4356498,2,San Francisco
2400,Berry St at 4th St,81.0,37.77588,-122.39317,Pierce St at Haight St,73.0,37.7717933,-122.43370790000002,10,San Francisco
2401,Berry St at 4th St,81.0,37.77588,-122.39317,Post St at Kearny St,19.0,37.788975,-122.403452,47,San Francisco
2402,Berry St at 4th St,81.0,37.77588,-122.39317,Powell St BART Station (Market St at 4th St),3.0,37.78637526861584,-122.40490436553955,107,San Francisco
2403,Berry St at 4th St,81.0,37.77588,-122.39317,Powell St BART Station (Market St at 5th St),5.0,37.78389935708493,-122.40844488143921,49,San Francisco
2404,Berry St at 4th St,81.0,37.77588,-122.39317,Raymond Kimbell Playground,31.0,37.783812709278116,-122.4345588684082,2,San Francisco
2405,Berry St at 4th St,81.0,37.77588,-122.39317,S Park St at 3rd St,49.0,37.7807601,-122.39498940000001,36,San Francisco
2406,Berry St at 4th St,81.0,37.77588,-122.39317,S Van Ness Ave at Market St,59.0,37.774814,-122.418954,9,San Francisco
2407,Berry St at 4th St,81.0,37.77588,-122.39317,San Francisco Caltrain (Townsend St at 4th St),30.0,37.776598,-122.39528200000001,22,San Francisco
2408,Berry St at 4th St,81.0,37.77588,-122.39317,San Francisco Caltrain Station 2  (Townsend St at 4th St),67.0,37.776639200000005,-122.3955263,12,San Francisco
2409,Berry St at 4th St,81.0,37.77588,-122.39317,San Francisco City Hall (Polk St at Grove St),42.0,37.77865,-122.41823000000001,16,San Francisco
2410,Berry St at 4th St,81.0,37.77588,-122.39317,San Francisco Ferry Building (Harry Bridges Plaza),15.0,37.795392,-122.394203,471,San Francisco
2411,Berry St at 4th St,81.0,37.77588,-122.39317,San Francisco Public Library (Grove St at Hyde St),43.0,37.7787677,-122.41592920000001,4,San Francisco
2412,Berry St at 4th St,81.0,37.77588,-122.39317,Spear St at Folsom St,24.0,37.78967670000001,-122.39042849999998,85,San Francisco
2413,Berry St at 4th St,81.0,37.77588,-122.39317,Steuart St at Market St,16.0,37.794129999999996,-122.39443,293,San Francisco
2414,Berry St at 4th St,81.0,37.77588,-122.39317,The Embarcadero at Bryant St,28.0,37.78716801474664,-122.38809792330359,70,San Francisco
2415,Berry St at 4th St,81.0,37.77588,-122.39317,The Embarcadero at Sansome St,6.0,37.80477,-122.40323400000001,91,San Francisco
2416,Berry St at 4th St,81.0,37.77588,-122.39317,The Embarcadero at Steuart St,23.0,37.791464000000005,-122.391034,213,San Francisco
2417,Berry St at 4th St,81.0,37.77588,-122.39317,The Embarcadero at Vallejo St,8.0,37.799953,-122.398525,73,San Francisco
2418,Berry St at 4th St,81.0,37.77588,-122.39317,Victoria Manalo Draves Park,62.0,37.77779057034257,-122.40643188357352,3,San Francisco
2419,Berry St at 4th St,81.0,37.77588,-122.39317,Washington St at Kearny St,10.0,37.795392937254526,-122.4047702550888,13,San Francisco
2420,Berry St at 4th St,81.0,37.77588,-122.39317,Webster St at Grove St,55.0,37.7770527,-122.4295585,9,San Francisco
2421,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,5,San Francisco
2422,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,18,San Francisco
2423,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,2nd St at Townsend St,50.0,37.780526,-122.39028799999998,2,San Francisco
2424,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,3rd St at Townsend St,66.0,37.77874161153677,-122.39274082710837,11,San Francisco
2425,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,5th St at Brannan St,64.0,37.776753899999996,-122.3990176,5,San Francisco
2426,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,7th St at Brannan St,79.0,37.773491899999996,-122.40367250000001,6,San Francisco
2427,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,8th St at Ringold St,60.0,37.774520401136854,-122.4094493687153,2,San Francisco
2428,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Berry St at 4th St,81.0,37.77588,-122.39317,47,San Francisco
2429,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Broadway at Battery St,9.0,37.798572108462565,-122.40086898207666,2,San Francisco
2430,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Bryant St at 6th St,63.0,37.77591022233337,-122.40257500673576,1,San Francisco
2431,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Clay St at Battery St,14.0,37.795001,-122.39997,16,San Francisco
2432,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Davis St at Jackson St,11.0,37.79728,-122.398436,3,San Francisco
2433,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Division St at Potrero Ave,89.0,37.76921786152374,-122.40764558315277,10,San Francisco
2434,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Embarcadero BART Station (Beale St at Market St),17.0,37.792251,-122.39708600000002,3,San Francisco
2435,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Folsom St at 3rd St,36.0,37.78383,-122.39887,5,San Francisco
2436,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Golden Gate Ave at Hyde St,33.0,37.7816495,-122.4154077,2,San Francisco
2437,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Golden Gate Ave at Polk St,41.0,37.78127,-122.41873999999999,1,San Francisco
2438,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Howard St at 2nd St,25.0,37.78752178045625,-122.39740490913393,3,San Francisco
2439,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Howard St at 8th St,61.0,37.7765126,-122.4113061,5,San Francisco
2440,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Howard St at Beale St,22.0,37.789756,-122.39464299999999,6,San Francisco
2441,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Laguna St at Hayes St,74.0,37.77643481920474,-122.42624402046205,2,San Francisco
2442,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Market St at 10th St,58.0,37.776619000000004,-122.41738500000001,4,San Francisco
2443,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Mechanics Monument Plaza (Market St at Bush St),20.0,37.7913,-122.399051,4,San Francisco
2444,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Montgomery St BART Station (Market St at 2nd St),21.0,37.7896254,-122.400811,9,San Francisco
2445,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Powell St BART Station (Market St at 4th St),3.0,37.78637526861584,-122.40490436553955,16,San Francisco
2446,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Powell St BART Station (Market St at 5th St),5.0,37.78389935708493,-122.40844488143921,6,San Francisco
2447,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,San Francisco Caltrain (Townsend St at 4th St),30.0,37.776598,-122.39528200000001,9,San Francisco
2448,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,San Francisco Ferry Building (Harry Bridges Plaza),15.0,37.795392,-122.394203,20,San Francisco
2449,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Spear St at Folsom St,24.0,37.78967670000001,-122.39042849999998,6,San Francisco
2450,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Steuart St at Market St,16.0,37.794129999999996,-122.39443,64,San Francisco
2451,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,The Embarcadero at Bryant St,28.0,37.78716801474664,-122.38809792330359,4,San Francisco
2452,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,The Embarcadero at Sansome St,6.0,37.80477,-122.40323400000001,3,San Francisco
2453,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,The Embarcadero at Steuart St,23.0,37.791464000000005,-122.391034,37,San Francisco
2454,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,The Embarcadero at Vallejo St,8.0,37.799953,-122.398525,19,San Francisco
2455,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Townsend St at 7th St,90.0,37.771058000000004,-122.402717,19,San Francisco
2456,Berry St at King St,91.0,37.77176211031317,-122.39843755960464,Victoria Manalo Draves Park,62.0,37.77779057034257,-122.40643188357352,10,San Francisco
2457,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,24th St at Market St,159.0,37.8160598,-122.27824440000002,4,East Bay
2458,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,49th St at Telegraph Ave,175.0,37.8359455,-122.2623663,7,East Bay
2459,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,65th St at Hollis St,157.0,37.8467842,-122.2913761,1,East Bay
2460,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,College Ave at Harwood Ave,167.0,37.848152,-122.25215990000001,6,East Bay
2461,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,Emeryville Public Market,155.0,37.840521166949685,-122.29352831840515,1,East Bay
2462,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,Frank H Ogawa Plaza,7.0,37.8045623549303,-122.27173805236816,12,East Bay
2463,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,Franklin St at 9th St,162.0,37.8005161,-122.27207990000001,3,East Bay
2464,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,MacArthur BART Station,176.0,37.82840997305853,-122.26631462574005,11,East Bay
2465,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,MacArthur Blvd at Telegraph Ave,177.0,37.82628629999999,-122.2651002,5,East Bay
2466,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,Rockridge BART Station,171.0,37.84427875399067,-122.251900434494,5,East Bay
2467,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,Shattuck Ave at 55th St,173.0,37.8403643,-122.26448810000001,7,East Bay
2468,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,Shattuck Ave at Telegraph Ave,158.0,37.8332786,-122.26349009999998,3,East Bay
2469,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,West Oakland BART Station,160.0,37.805318299999996,-122.2948365,3,East Bay
2470,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,19th Street BART Station,182.0,37.809012599999996,-122.2682473,6,East Bay
2471,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,2nd Ave at E 18th St,200.0,37.800213566969795,-122.25381016731262,4,East Bay
2472,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,37th St at West St,192.0,37.82669558640968,-122.27179706096649,1,East Bay
2473,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,45th St at MLK Jr Way,209.0,37.83355770000001,-122.2674183,8,East Bay
2474,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,45th St at Manila,210.0,37.833293522232104,-122.25622415542604,6,East Bay
2475,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,47th St at San Pablo Ave,152.0,37.83563220458518,-122.28105068206787,1,East Bay
2476,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,49th St at Telegraph Ave,175.0,37.8359455,-122.2623663,35,East Bay
2477,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,59th St at Horton St,153.0,37.84094520000001,-122.2913604,2,East Bay
2478,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,65th St at Hollis St,157.0,37.8467842,-122.2913761,17,East Bay
2479,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,30,East Bay
2480,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Broadway at Coronado Ave,207.0,37.8357883,-122.25162069999999,3,East Bay
2481,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Bushrod Park,169.0,37.846515600000004,-122.26530430000001,2,East Bay
2482,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,College Ave at Harwood Ave,167.0,37.848152,-122.25215990000001,9,East Bay
2483,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,College Ave at Taft Ave,172.0,37.8417999,-122.25153490000001,4,East Bay
2484,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,El Embarcadero at Grand Ave,197.0,37.808847899999996,-122.24967990000002,8,East Bay
2485,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Emeryville Town Hall,149.0,37.8312752,-122.28563329999999,1,East Bay
2486,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Frank H Ogawa Plaza,7.0,37.8045623549303,-122.27173805236816,19,East Bay
2487,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Genoa St at 55th St,189.0,37.83964879999999,-122.2717561,4,East Bay
2488,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Grand Ave at Perkins St,196.0,37.80889393398715,-122.25646018981932,8,East Bay
2489,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Grand Ave at Webster St,181.0,37.8113768,-122.2651925,11,East Bay
2490,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Horton St at 40th St,148.0,37.82970460000001,-122.28761019999999,2,East Bay
2491,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Jack London Square,187.0,37.796248,-122.279352,1,East Bay
2492,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Lake Merritt BART Station,163.0,37.7973195,-122.26531990000001,1,East Bay
2493,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Lakeshore Ave at Trestle Glen Rd,194.0,37.811080700000005,-122.24326770000002,3,East Bay
2494,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,MacArthur BART Station,176.0,37.82840997305853,-122.26631462574005,169,East Bay
2495,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Miles Ave at Cavour St,205.0,37.8388,-122.25873200000001,7,East Bay
2496,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Rockridge BART Station,171.0,37.84427875399067,-122.251900434494,25,East Bay
2497,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Shattuck Ave at 51st St,174.0,37.8368013,-122.2640037,3,East Bay
2498,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Shattuck Ave at 55th St,173.0,37.8403643,-122.26448810000001,5,East Bay
2499,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Shattuck Ave at Telegraph Ave,158.0,37.8332786,-122.26349009999998,8,East Bay
2500,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Stanford Ave at Hollis St,156.0,37.8384435,-122.28866470000001,1,East Bay
2501,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Telegraph Ave at 19th St,183.0,37.8087021,-122.26992709999999,7,East Bay
2502,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Telegraph Ave at 23rd St,180.0,37.8126783,-122.2687726,3,East Bay
2503,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Telegraph Ave at 27th St,179.0,37.816073115011406,-122.26788640022278,7,East Bay
2504,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,Washington St at 8th St,202.0,37.8007544,-122.2748943,2,East Bay
